"","x"
"4079","PTN"
"4080","IL33"
"4081","ECHS1"
"4082","MELK"
"4083","CPLX1"
"4084","CMC4"
"4085","PNRC2"
"4086","TMPRSS11A"
"4087","ODF3B"
"4088","ANXA2P1"
"4089","AKAP13"
"4090","TSHZ3"
"4091","OXNAD1"
"4092","YARS"
"4093","GUF1"
"4094","CNIH3"
"4095","TNS4"
"4096","SPTB"
"4097","GSN"
"4098","LACTB2"
"4099","SH3RF2"
"4100","RASAL1"
"4101","SLC52A3"
"4102","KBTBD11"
"4103","MANEAL"
"4104","RP1L1"
"4105","C6orf15"
"4106","PIDD1"
"4107","DOCK1"
"4108","GAL"
"4109","TOMM40"
"4110","SCN11A"
"4111","PIK3CD"
"4112","DNAJC9"
"4113","MSH2"
"4114","FAM83B"
"4115","SNORA65"
"4116","ZFR"
"4117","ZNF710"
"4118","HEIH"
"4119","FAM47E"
"4120","PANK1"
"4121","DPYSL3"
"4122","RPS15A"
"4123","ZNF512"
"4124","RNF135"
"4125","POLR2J4"
"4126","RHOC"
"4127","ARL6IP5"
"4128","CCNI"
"4129","ENTPD7"
"4130","MICALCL"
"4131","GOLGA3"
"4132","NFE2L2"
"4133","PNO1"
"4134","LAMB2"
"4135","FEM1C"
"4136","ARL3"
"4137","ZNF658B"
"4138","TBRG4"
"4139","TRMT6"
"4140","FAM151B"
"4141","ZNRF2P1"
"4142","WDR4"
"4143","MIR6730"
"4144","EML3"
"4145","DPY19L1"
"4146","ADAM8"
"4147","LRRC27"
"4148","MAPK6"
"4149","MSTO2P"
"4150","ABHD10"
"4151","RABEP2"
"4152","C1orf21"
"4153","SIDT2"
"4154","CCDC142"
"4155","CEACAM1"
"4156","IDH2"
"4157","ADK"
"4158","RDX"
"4159","LTBP3"
"4160","ZNF252P-AS1"
"4161","HYDIN"
"4162","PCDHB16"
"4163","MIR4458HG"
"4164","LYPD1"
"4165","SLC22A13"
"4166","CASC15"
"4167","FLJ42351"
"4168","CHRNA5"
"4169","LRRC36"
"4170","C10orf95"
"4171","AREG"
"4172","SMURF1"
"4173","SMPX"
"4174","CCDC160"
"4175","HIPK1-AS1"
"4176","PSMD2"
"4177","NMB"
"4178","ING2"
"4179","ZNF700"
"4180","TPRXL"
"4181","HNRNPL"
"4182","ZNF138"
"4183","FAM117A"
"4184","TCN2"
"4185","NAA30"
"4186","PTMA"
"4187","ZNF223"
"4188","JMJD1C"
"4189","NDUFS1"
"4190","TMEM251"
"4191","UBE2Z"
"4192","C16orf70"
"4193","APBB3"
"4194","PDE4D"
"4195","GUSBP4"
"4196","DDX27"
"4197","WDR62"
"4198","MYO1H"
"4199","COX5A"
"4200","OBSCN"
"4201","TMEM177"
"4202","HSPA1B"
"4203","ERICH6"
"4204","LEPR"
"4205","MIF"
"4206","FAM133B"
"4207","ZNF287"
"4208","SH2B1"
"4209","MAPK12"
"4210","PLEKHA1"
"4211","FNBP1L"
"4212","PPIL2"
"4213","SNORD20"
"4214","CCDC60"
"4215","SPACA6P-AS"
"4216","MIR3916"
"4217","CENPBD1P1"
"4218","SLC12A8"
"4219","LOC728989"
"4220","BAD"
"4221","HSD11B1"
"4222","RSRC1"
"4223","MED10"
"4224","MAT2A"
"4225","SLC25A51"
"4226","INHBA"
"4227","RAN"
"4228","LOC643339"
"4229","RPP25L"
"4230","TXNDC5"
"4231","DENND3"
"4232","NEURL1B"
"4233","TNRC6A"
"4234","EHD2"
"4235","ANKRD29"
"4236","TMEM71"
"4237","ZNF382"
"4238","FUT2"
"4239","GOSR2"
"4240","ZNF473"
"4241","MRS2"
"4242","ALS2"
"4243","PHF11"
"4244","NOSIP"
"4245","MSL2"
"4246","PLAC8"
"4247","STON1"
"4248","KBTBD8"
"4249","EFNA1"
"4250","TPT1"
"4251","ACP5"
"4252","SIM2"
"4253","RFC4"
"4254","PIK3C2G"
"4255","OIP5"
"4256","HLF"
"4257","INO80"
"4258","NCOA2"
"4259","DCAF4L1"
"4260","DPYD"
"4261","EIF3B"
"4262","XRCC1"
"4263","KLHL29"
"4264","MED13L"
"4265","C15orf48"
"4266","BACH1-IT2"
"4267","ERAP2"
"4268","ARHGEF39"
"4269","TESK1"
"4270","ZNF385C"
"4271","SMIM22"
"4272","OGFR-AS1"
"4273","OCLN"
"4274","RNF220"
"4275","ZSCAN30"
"4276","NLRP10"
"4277","SRBD1"
"4278","NUP155"
"4279","FZR1"
"4280","ACOT7"
"4281","ANAPC4"
"4282","CAV2"
"4283","CCDC114"
"4284","MTNR1A"
"4285","SREBF1"
"4286","TMEM173"
"4287","ZSWIM3"
"4288","SCNN1A"
"4289","ZSCAN20"
"4290","TRAF3IP1"
"4291","KBTBD3"
"4292","RNF40"
"4293","ALDH3B1"
"4294","NINJ2"
"4295","SH3GL1P2"
"4296","CITED1"
"4297","FHOD1"
"4298","SCARNA10"
"4299","NOP2"
"4300","SH3PXD2B"
"4301","MPP7"
"4302","BRD7"
"4303","RBM15B"
"4304","PSMB6"
"4305","AK1"
"4306","RNF139-AS1"
"4307","CX3CL1"
"4308","NCSTN"
"4309","ZNF607"
"4310","SCAP"
"4311","RBM4"
"4312","UFSP2"
"4313","ZNF702P"
"4314","COMTD1"
"4315","ARAP1"
"4316","ATP7B"
"4317","RHBDL2"
"4318","PZP"
"4319","CDK11B"
"4320","ZBTB38"
"4321","DEDD2"
"4322","SIRT2"
"4323","IGFBP7-AS1"
"4324","IL17RA"
"4325","STX17"
"4326","SGCE"
"4327","DEGS2"
"4328","KDM5C"
"4329","RHBDD3"
"4330","LOC100507053"
"4331","ITGAM"
"4332","PLS1"
"4333","SFXN3"
"4334","CHIC2"
"4335","ETFB"
"4336","PORCN"
"4337","PPIL4"
"4338","UPK3B"
"4339","ATF6B"
"4340","PGLYRP4"
"4341","TMEM254-AS1"
"4342","STRIP2"
"4343","DPY30"
"4344","COL22A1"
"4345","PURA"
"4346","RPL35"
"4347","LIFR-AS1"
"4348","BRSK1"
"4349","TC2N"
"4350","UBE2D4"
"4351","AIP"
"4352","BRINP1"
"4353","HYLS1"
"4354","IFI27L1"
"4355","SNORA8"
"4356","MAP2K3"
"4357","HLCS"
"4358","ARL5A"
"4359","DSG2"
"4360","SLC6A12"
"4361","LINGO4"
"4362","XRCC3"
"4363","TOP2A"
"4364","TRIM62"
"4365","CHST3"
"4366","IRAK1"
"4367","PDZD7"
"4368","BCL3"
"4369","ZNF142"
"4370","GPR156"
"4371","PCBP1-AS1"
"4372","ZC3H12C"
"4373","MAP2K7"
"4374","IMPA1"
"4375","ACTBL2"
"4376","MRPL27"
"4377","SH3BGRL3"
"4378","PLOD1"
"4379","KCNE1"
"4380","HAS3"
"4381","RAD17"
"4382","RGS10"
"4383","ARSG"
"4384","PDCD6"
"4385","AP3M1"
"4386","STX12"
"4387","FERMT2"
"4388","MAST1"
"4389","AGL"
"4390","TCEAL3"
"4391","HIST2H3D"
"4392","ACOT9"
"4393","MIRLET7D"
"4394","LIMD2"
"4395","SFTPB"
"4396","POLG"
"4397","DLL3"
"4398","GABRP"
"4399","SMKR1"
"4400","NDUFAF6"
"4401","TIPARP-AS1"
"4402","TCOF1"
"4403","MAF1"
"4404","GSDMD"
"4405","MEGF10"
"4406","SEC61G"
"4407","ZNF787"
"4408","ZNF699"
"4409","MAP1S"
"4410","GUCY1B2"
"4411","NR2C2"
"4412","FAM86FP"
"4413","BEX5"
"4414","CHCHD7"
"4415","ITGB1"
"4416","S100A11"
"4417","KTN1"
"4418","TOMM5"
"4419","MAGED2"
"4420","ZKSCAN2"
"4421","GTF2IRD1P1"
"4422","LRRC69"
"4423","ZNF165"
"4424","PTP4A2"
"4425","MIR600HG"
"4426","USP27X"
"4427","MORC4"
"4428","HSPBP1"
"4429","OGFOD1"
"4430","TMEM99"
"4431","DDX3Y"
"4432","MFAP3L"
"4433","TCTEX1D1"
"4434","HIST1H1E"
"4435","GOLGA7B"
"4436","CCAR2"
"4437","ZNF407"
"4438","HIBADH"
"4439","RIC8B"
"4440","CTC1"
"4441","DPP9"
"4442","FZD4"
"4443","CLPX"
"4444","GSR"
"4445","ZNF414"
"4446","TMEM219"
"4447","POLR3B"
"4448","USP28"
"4449","TRPM5"
"4450","PLEKHM2"
"4451","EPB41L2"
"4452","JPX"
"4453","AGPAT1"
"4454","SLC15A1"
"4455","RNF113A"
"4456","GLG1"
"4457","IDH3A"
"4458","TAF1"
"4459","SLC44A3"
"4460","P2RX6"
"4461","GRIK1-AS2"
"4462","CBWD6"
"4463","KLHDC1"
"4464","SV2A"
"4465","ZFAND4"
"4466","HELB"
"4467","UPP1"
"4468","KBTBD7"
"4469","SERINC2"
"4470","SLC4A5"
"4471","BNC1"
"4472","PITPNA"
"4473","PWARSN"
"4474","C3orf35"
"4475","BTNL8"
"4476","HADHB"
"4477","CREG2"
"4478","ZBTB18"
"4479","MLLT3"
"4480","C11orf65"
"4481","RUNX2"
"4482","SUCLA2"
"4483","IQCG"
"4484","SOCS5"
"4485","SNORA14B"
"4486","TSPAN8"
"4487","DPP3"
"4488","SLC7A2"
"4489","RASGEF1B"
"4490","HOMEZ"
"4491","MAPKAPK2"
"4492","ZNF668"
"4493","NEU4"
"4494","FLNC"
"4495","FBXW7"
"4496","LONRF3"
"4497","SMYD5"
"4498","DNAJC21"
"4499","CEP89"
"4500","DNAJA4"
"4501","MYH7B"
"4502","DHX33"
"4503","CERS3"
"4504","YWHAE"
"4505","CAB39"
"4506","EHBP1L1"
"4507","USH2A"
"4508","CYP11A1"
"4509","ZMYND15"
"4510","PHAX"
"4511","TMEM45A"
"4512","SERPINE2"
"4513","MICALL1"
"4514","PPIL1"
"4515","NF1"
"4516","ADNP"
"4517","KRTCAP2"
"4518","NFAT5"
"4519","TUBBP5"
"4520","SPATA32"
"4521","CEP55"
"4522","RPL27A"
"4523","GHITM"
"4524","ZNF823"
"4525","OPTN"
"4526","CDKN2D"
"4527","USP38"
"4528","ATP1A1"
"4529","ZNF84"
"4530","UBE2Q1"
"4531","GVINP1"
"4532","SLK"
"4533","SPIDR"
"4534","HHAT"
"4535","HNRNPUL2"
"4536","MFSD9"
"4537","FCHSD1"
"4538","PHF14"
"4539","PIAS3"
"4540","SNAPC5"
"4541","AKAP14"
"4542","TM2D3"
"4543","IGSF8"
"4544","TLR1"
"4545","GBP6"
"4546","RABL2B"
"4547","ZFAND6"
"4548","PRELID1"
"4549","DHRS4-AS1"
"4550","PPARA"
"4551","ARPC3"
"4552","SCYL3"
"4553","RAD23B"
"4554","KRT24"
"4555","HIST1H4H"
"4556","LMAN2L"
"4557","KLC1"
"4558","NGB"
"4559","RRP15"
"4560","LENG8"
"4561","C10orf55"
"4562","MFN1"
"4563","POP4"
"4564","STX4"
"4565","SLC25A43"
"4566","DNAJB12"
"4567","CCDC124"
"4568","SERPINB1"
"4569","SYCE1L"
"4570","SRSF11"
"4571","ERICH5"
"4572","RAP1GAP2"
"4573","VSIG1"
"4574","ARHGEF26-AS1"
"4575","PVT1"
"4576","RBM6"
"4577","RPL7"
"4578","TMEM176A"
"4579","AP2B1"
"4580","FZD9"
"4581","ATAD3A"
"4582","PML"
"4583","FAM13B"
"4584","FAM86HP"
"4585","TMPRSS5"
"4586","LIMS1"
"4587","HEPHL1"
"4588","ANKS1B"
"4589","TREX1"
"4590","KAT7"
"4591","RAB3IL1"
"4592","MRPS14"
"4593","ATP6AP1"
"4594","SUPT7L"
"4595","MIER1"
"4596","C16orf86"
"4597","RUFY3"
"4598","ATG4A"
"4599","SERPINB5"
"4600","ALDH7A1"
"4601","ATN1"
"4602","PTK7"
"4603","ZNF624"
"4604","PABPN1"
"4605","RRNAD1"
"4606","RBX1"
"4607","SEMA4G"
"4608","MYO1D"
"4609","CYYR1"
"4610","CA3"
"4611","SLC30A5"
"4612","BAIAP2L2"
"4613","ALDH1L1"
"4614","SAP30BP"
"4615","UBAP2"
"4616","C19orf54"
"4617","SPARC"
"4618","PODNL1"
"4619","CBL"
"4620","PTK6"
"4621","PTEN"
"4622","RGS2"
"4623","C2"
"4624","FAM83A"
"4625","APRT"
"4626","DUOXA1"
"4627","ANKRD20A5P"
"4628","LANCL2"
"4629","SP4"
"4630","MAGOHB"
"4631","NUTM2A-AS1"
"4632","TENM4"
"4633","MRPL24"
"4634","ACYP1"
"4635","LRP2BP"
"4636","ATF7IP2"
"4637","PLCH1"
"4638","PPP1R3E"
"4639","DTX3"
"4640","DHRS12"
"4641","LRP12"
"4642","BAG6"
"4643","ITM2C"
"4644","FBXL19-AS1"
"4645","RFXAP"
"4646","ASAP2"
"4647","HDAC5"
"4648","ANLN"
"4649","ABCA12"
"4650","HEXA-AS1"
"4651","CNPPD1"
"4652","C19orf33"
"4653","TET3"
"4654","EBPL"
"4655","SUV39H2"
"4656","SNORA51"
"4657","TTC39C"
"4658","STAT6"
"4659","ICK"
"4660","GDAP2"
"4661","CLDN1"
"4662","FLOT2"
"4663","RASA3"
"4664","C9orf85"
"4665","DRICH1"
"4666","CENPO"
"4667","RCAN3"
"4668","DPP7"
"4669","NFATC3"
"4670","MAPK8IP1"
"4671","DGKA"
"4672","ST6GALNAC5"
"4673","LOC653160"
"4674","LMBR1"
"4675","GTF2IRD2"
"4676","EIF2B4"
"4677","ZNF660"
"4678","MYL5"
"4679","POLR1A"
"4680","GPC6"
"4681","GCFC2"
"4682","ANKRD13D"
"4683","ZNF347"
"4684","TP53INP2"
"4685","BABAM1"
"4686","GTF2H5"
"4687","SYNGR3"
"4688","NREP"
"4689","MRPS30"
"4690","TSSK4"
"4691","YWHAEP1"
"4692","PKD1L2"
"4693","OTUB2"
"4694","LINC00908"
"4695","RAB25"
"4696","NUFIP1"
"4697","PSMD5"
"4698","NUDT15"
"4699","KRT5"
"4700","PNPLA2"
"4701","ZC2HC1A"
"4702","BTF3"
"4703","ATXN10"
"4704","PCOLCE2"
"4705","THSD1"
"4706","C12orf73"
"4707","VIPAS39"
"4708","CDK19"
"4709","RFFL"
"4710","ZRSR2"
"4711","SARDH"
"4712","LMOD1"
"4713","ALDOB"
"4714","RPS16P5"
"4715","ACTG2"
"4716","ZHX2"
"4717","THBD"
"4718","ZNF594"
"4719","TMEM182"
"4720","M6PR"
"4721","TIRAP"
"4722","CAPN12"
"4723","PLG"
"4724","METTL9"
"4725","CACNA1A"
"4726","MRPS31"
"4727","SLC7A9"
"4728","RRP36"
"4729","TSC1"
"4730","TMEM70"
"4731","ZNF776"
"4732","GCSH"
"4733","PRR22"
"4734","C9orf64"
"4735","ZNF570"
"4736","ZFP1"
"4737","ZNF833P"
"4738","BLZF1"
"4739","RAB15"
"4740","PLXNA2"
"4741","CYP2B7P"
"4742","DACT2"
"4743","RPL41"
"4744","LOC100272217"
"4745","WSCD1"
"4746","SPR"
"4747","USP24"
"4748","PPP6C"
"4749","TMEM8A"
"4750","ITPKA"
"4751","GRK5"
"4752","HGD"
"4753","BLOC1S1"
"4754","STEAP4"
"4755","XYLT2"
"4756","ST7"
"4757","FAM110A"
"4758","HSPE1"
"4759","RNF19A"
"4760","EYA4"
"4761","NCK2"
"4762","BCAP29"
"4763","IPO5P1"
"4764","CYP2J2"
"4765","TCHP"
"4766","EFHB"
"4767","STAT1"
"4768","GPR135"
"4769","NFATC4"
"4770","RABGEF1"
"4771","PRR15L"
"4772","KDM3B"
"4773","BACE1-AS"
"4774","ICAM3"
"4775","S100A8"
"4776","UBE4A"
"4777","TAP2"
"4778","CTSF"
"4779","SFTA1P"
"4780","C17orf58"
"4781","VCP"
"4782","MORC3"
"4783","MYCBPAP"
"4784","LRRC10B"
"4785","BSDC1"
"4786","GMCL1"
"4787","C1orf87"
"4788","DUSP14"
"4789","DLG5"
"4790","MTF2"
"4791","ZNF584"
"4792","ANKMY2"
"4793","JMJD6"
"4794","MTMR4"
"4795","MED11"
"4796","C18orf21"
"4797","RBPJ"
"4798","ARHGEF4"
"4799","XKR9"
"4800","HYOU1"
"4801","KLHL42"
"4802","ACAA1"
"4803","TPR"
"4804","MRPL17"
"4805","CTU2"
"4806","CDH1"
"4807","RHOD"
"4808","PMS2P1"
"4809","POMK"
"4810","DTNA"
"4811","NPHP3"
"4812","ARHGEF6"
"4813","TMEM65"
"4814","USP7"
"4815","DHX29"
"4816","CEBPZOS"
"4817","TRIM16L"
"4818","ZKSCAN3"
"4819","SNORD83A"
"4820","NQO1"
"4821","SMC5-AS1"
"4822","ICA1"
"4823","VSTM5"
"4824","PRSS30P"
"4825","ATP8B4"
"4826","IDS"
"4827","COX14"
"4828","IMPAD1"
"4829","DDR2"
"4830","USP27X-AS1"
"4831","MYO19"
"4832","SBSN"
"4833","TBC1D32"
"4834","PRRT1"
"4835","MICU2"
"4836","PTX3"
"4837","NEK7"
"4838","ZSWIM7"
"4839","RAC1"
"4840","MIR4423"
"4841","MON2"
"4842","PDF"
"4843","AMZ1"
"4844","MAGED1"
"4845","PRKG1"
"4846","RNF170"
"4847","ZFP37"
"4848","RGS5"
"4849","PTGR1"
"4850","PTGES3L"
"4851","PPP2R3A"
"4852","AFTPH"
"4853","NEFH"
"4854","HIST1H1C"
"4855","ATL2"
"4856","GPER1"
"4857","EEF1D"
"4858","ZFP62"
"4859","ERGIC1"
"4860","C17orf53"
"4861","SNORD74"
"4862","ADAM19"
"4863","ABCC2"
"4864","SHISA2"
"4865","REEP2"
"4866","PDS5B"
"4867","KDM4A"
"4868","WNT8B"
"4869","MAP1LC3A"
"4870","SNAPC4"
"4871","SLC26A9"
"4872","ZNF280B"
"4873","ISG20"
"4874","SEC14L1"
"4875","MLF1"
"4876","UFL1"
"4877","DYNLT1"
"4878","CLASRP"
"4879","FLJ38576"
"4880","SYVN1"
"4881","CACFD1"
"4882","KLF6"
"4883","TDP1"
"4884","ZNF707"
"4885","RARS2"
"4886","RPS20"
"4887","LRRC18"
"4888","TRIP10"
"4889","PERP"
"4890","G0S2"
"4891","LMAN2"
"4892","CYTH3"
"4893","PRRT3"
"4894","NUDT1"
"4895","UTP14A"
"4896","CUEDC2"
"4897","OCIAD1"
"4898","PAX8"
"4899","DBT"
"4900","CCDC122"
"4901","TERF2IP"
"4902","ACD"
"4903","ANAPC1"
"4904","STX7"
"4905","RBM17"
"4906","SH2D3A"
"4907","CSNK1G3"
"4908","UBA6"
"4909","NR1D2"
"4910","NT5C"
"4911","TMX3"
"4912","ABHD13"
"4913","ARC"
"4914","CA9"
"4915","HEATR9"
"4916","LGALS4"
"4917","FAM98B"
"4918","ZNF252P"
"4919","HSD17B4"
"4920","ATXN7"
"4921","RPS10P7"
"4922","LDLRAP1"
"4923","SNCAIP"
"4924","ATAD3B"
"4925","FOXRED2"
"4926","RBMX2"
"4927","TBC1D22B"
"4928","TMEM14C"
"4929","TMUB2"
"4930","NSDHL"
"4931","CDC42"
"4932","DOCK5"
"4933","RTCA-AS1"
"4934","EBLN2"
"4935","NSMCE1"
"4936","KRT6A"
"4937","FHDC1"
"4938","HIST2H2BC"
"4939","PTRH2"
"4940","B3GNT5"
"4941","ZYG11B"
"4942","APPL2"
"4943","LOC101929140"
"4944","NBEA"
"4945","HOMER3"
"4946","ZNF516"
"4947","STAG3L1"
"4948","SCARNA22"
"4949","ORC6"
"4950","NR2C1"
"4951","SEC24A"
"4952","ZNF34"
"4953","BCL2L10"
"4954","PRICKLE2-AS1"
"4955","LRRC37A"
"4956","DNAJC17"
"4957","CCNA2"
"4958","C12orf60"
"4959","SCAND2P"
"4960","ZNF746"
"4961","CALML3"
"4962","SMPD2"
"4963","PTK2B"
"4964","GNG7"
"4965","EEF1DP3"
"4966","MLEC"
"4967","ATP8B5P"
"4968","PCNA-AS1"
"4969","NR2F6"
"4970","CCT5"
"4971","CHP1"
"4972","G3BP2"
"4973","ZNF750"
"4974","KCTD10"
"4975","GTF2H2B"
"4976","FUT8-AS1"
"4977","UBXN2A"
"4978","STAU2"
"4979","ITGA2"
"4980","JMJD4"
"4981","GTF2E1"
"4982","ODF2L"
"4983","SPTLC1"
"4984","ST6GAL1"
"4985","IQCB1"
"4986","ITPKC"
"4987","ESCO2"
"4988","GSK3A"
"4989","PDZD8"
"4990","CBFA2T2"
"4991","ALG5"
"4992","EXOC2"
"4993","HIST1H2BL"
"4994","POLR2B"
"4995","MLLT6"
"4996","GLOD5"
"4997","GIPC2"
"4998","C2orf27A"
"4999","GFER"
"5000","MXRA8"
"5001","ETFDH"
"5002","UTP20"
"5003","CENPJ"
"5004","LHPP"
"5005","DAPK3"
"5006","TRIP12"
"5007","JMJD8"
"5008","ERAP1"
"5009","ALG10"
"5010","FLCN"
"5011","ZNF432"
"5012","LYSMD3"
"5013","DSTNP2"
"5014","RNU11"
"5015","C15orf65"
"5016","IGDCC4"
"5017","CLP1"
"5018","MEIS3P1"
"5019","FLYWCH2"
"5020","AIFM1"
"5021","ERN1"
"5022","COG5"
"5023","LOC101927248"
"5024","NME1"
"5025","CEP104"
"5026","ARAP3"
"5027","SDHAP1"
"5028","MUC20"
"5029","SDCBP2"
"5030","PTRH1"
"5031","POLL"
"5032","GIGYF1"
"5033","TRIM4"
"5034","FIBCD1"
"5035","CHST7"
"5036","DNAI1"
"5037","ADH5"
"5038","RBBP9"
"5039","PRAME"
"5040","PIGZ"
"5041","ING4"
"5042","DDX12P"
"5043","RBM48"
"5044","FBXO6"
"5045","ANKUB1"
"5046","PFDN1"
"5047","TMEM206"
"5048","VPS25"
"5049","RPS12"
"5050","MMP2"
"5051","STAG3L4"
"5052","MAN2C1"
"5053","MCM7"
"5054","HEATR4"
"5055","RNU4ATAC"
"5056","EXOSC2"
"5057","RPL35A"
"5058","WDR20"
"5059","RWDD1"
"5060","LOC101927318"
"5061","ZNF562"
"5062","MARC2"
"5063","FKBP9"
"5064","CCDC184"
"5065","NUBP2"
"5066","HIST1H2BB"
"5067","SUGT1P3"
"5068","ZNF815P"
"5069","ECM1"
"5070","HIST1H3H"
"5071","NLRC5"
"5072","PPP1R3C"
"5073","TMED10"
"5074","CCT6A"
"5075","CMTM4"
"5076","KRT9"
"5077","EXOC1"
"5078","CENPK"
"5079","EID1"
"5080","CLPB"
"5081","ATP6V1G1"
"5082","ECM2"
"5083","EVL"
"5084","HM13-AS1"
"5085","LOC100130987"
"5086","USP9X"
"5087","LINC00896"
"5088","LRRC26"
"5089","UBE2D1"
"5090","KRT6C"
"5091","RBM33"
"5092","NDUFB11"
"5093","FN1"
"5094","RMND5B"
"5095","ZNF444"
"5096","SMIM5"
"5097","SEC61A2"
"5098","ZC3H14"
"5099","ARFGEF2"
"5100","ZNF236"
"5101","MCIDAS"
"5102","SET"
"5103","MAFK"
"5104","NELFE"
"5105","CLDN12"
"5106","NAA38"
"5107","DDX52"
"5108","ZNF681"
"5109","RGP1"
"5110","ZKSCAN5"
"5111","BCAS4"
"5112","TMEM91"
"5113","BFSP1"
"5114","FOXI1"
"5115","LOC100506125"
"5116","FAM131B"
"5117","PXMP4"
"5118","SLC17A5"
"5119","BBS9"
"5120","CFB"
"5121","NCAPG"
"5122","SERPINF1"
"5123","IZUMO4"
"5124","MFSD1"
"5125","C11orf53"
"5126","PCAT19"
"5127","CPT1B"
"5128","RHEBL1"
"5129","VEGFA"
"5130","IL20RB"
"5131","IPCEF1"
"5132","ARF4"
"5133","AP3B1"
"5134","RPS24"
"5135","MIR3124"
"5136","LOC100506730"
"5137","SPAG5-AS1"
"5138","TNFRSF10D"
"5139","VWCE"
"5140","KCTD7"
"5141","STAMBPL1"
"5142","SMAD5"
"5143","ALOX12P2"
"5144","BAIAP2L1"
"5145","NBL1"
"5146","ASXL3"
"5147","KLHL2"
"5148","DNAAF2"
"5149","GPAA1"
"5150","HMCN1"
"5151","CCDC171"
"5152","ZNF696"
"5153","ACTR3B"
"5154","ZDHHC1"
"5155","NMD3"
"5156","SLC5A5"
"5157","TIMM8B"
"5158","GPR85"
"5159","SYCE3"
"5160","POLD4"
"5161","ERG"
"5162","SNHG7"
"5163","ARF6"
"5164","VNN2"
"5165","DDX49"
"5166","ZNF718"
"5167","PHPT1"
"5168","MPHOSPH10"
"5169","FAHD2A"
"5170","ARHGAP6"
"5171","JAM3"
"5172","CABLES2"
"5173","ATRN"
"5174","ELOVL7"
"5175","PNKP"
"5176","THOC6"
"5177","HSBP1"
"5178","RIN3"
"5179","CYP2G1P"
"5180","CBX1"
"5181","HINT1"
"5182","QDPR"
"5183","RSPRY1"
"5184","LINC00240"
"5185","LINC00862"
"5186","EOGT"
"5187","APOBEC3C"
"5188","ADAMTS16"
"5189","WDR53"
"5190","DERL1"
"5191","LCN2"
"5192","CHD7"
"5193","ALDH5A1"
"5194","UBA3"
"5195","DDHD1"
"5196","TRIM36"
"5197","PPP2R5D"
"5198","AATF"
"5199","HCG4B"
"5200","GPHN"
"5201","NUDT5"
"5202","FTX"
"5203","P2RY6"
"5204","CTNS"
"5205","MFAP2"
"5206","SH2D4A"
"5207","DUSP13"
"5208","GAA"
"5209","SCRN2"
"5210","DENR"
"5211","LIPE"
"5212","GALNT10"
"5213","STX18"
"5214","TTC30B"
"5215","DMRT3"
"5216","GPALPP1"
"5217","SLC25A35"
"5218","FDXR"
"5219","UBXN1"
"5220","MAMSTR"
"5221","SLC6A20"
"5222","RPSA"
"5223","ROR1"
"5224","KATNBL1"
"5225","ARMCX4"
"5226","DCTN4"
"5227","GYG1"
"5228","MAOA"
"5229","HLA-DQB1"
"5230","RNF217"
"5231","RPA2"
"5232","RRAGB"
"5233","SLC1A1"
"5234","SLC5A8"
"5235","ZNF571-AS1"
"5236","SHCBP1"
"5237","EXOC5"
"5238","HPS1"
"5239","MACROD1"
"5240","GAB1"
"5241","LOC100287846"
"5242","EFHD2"
"5243","HMGA2"
"5244","PDXK"
"5245","TG"
"5246","ZNF611"
"5247","SASH1"
"5248","SCN9A"
"5249","AFAP1"
"5250","DESI2"
"5251","CDK5"
"5252","FAM122A"
"5253","KBTBD2"
"5254","SMG6"
"5255","RBM3"
"5256","SUN1"
"5257","NOS1AP"
"5258","PDE1C"
"5259","AGRN"
"5260","SLC1A4"
"5261","NUBPL"
"5262","IFFO1"
"5263","ASTE1"
"5264","PSME1"
"5265","ANAPC16"
"5266","ADAMTSL4-AS1"
"5267","CDYL"
"5268","AHRR"
"5269","RTKN2"
"5270","EMID1"
"5271","LINC00511"
"5272","SRPRB"
"5273","FMN1"
"5274","NUDT16P1"
"5275","RPS3A"
"5276","A2M"
"5277","FOXL1"
"5278","CSNK1G1"
"5279","ACSS1"
"5280","C6orf99"
"5281","ANO7"
"5282","RAG1"
"5283","HIST1H2AG"
"5284","MIR554"
"5285","ZNF204P"
"5286","STAP1"
"5287","MIR3918"
"5288","MTTP"
"5289","MAPK1"
"5290","SEMA6A"
"5291","RND2"
"5292","ANXA7"
"5293","TXNL4A"
"5294","QRICH1"
"5295","DARS"
"5296","CCPG1"
"5297","DOCK9"
"5298","SPTY2D1"
"5299","FXYD5"
"5300","RPL23AP82"
"5301","FOSL1"
"5302","MCFD2"
"5303","TINAGL1"
"5304","WNT7A"
"5305","TSPAN5"
"5306","RAD1"
"5307","MFSD11"
"5308","SSNA1"
"5309","JRK"
"5310","MR1"
"5311","CENPN"
"5312","CREBZF"
"5313","SBF2-AS1"
"5314","BASP1"
"5315","MDM4"
"5316","KPNA2"
"5317","ANKRD10"
"5318","APLP1"
"5319","LINC01010"
"5320","SERINC1"
"5321","PA2G4P4"
"5322","DDX19B"
"5323","AMPD2"
"5324","CADPS2"
"5325","AARS"
"5326","JAKMIP3"
"5327","RASSF8"
"5328","GDPD2"
"5329","TMCC3"
"5330","FABP6"
"5331","E2F5"
"5332","LRRC43"
"5333","PHF21A"
"5334","TMCO3"
"5335","NSUN2"
"5336","FBXO31"
"5337","DUOX2"
"5338","CXorf40B"
"5339","XDH"
"5340","IER2"
"5341","IRF5"
"5342","NT5DC3"
