"","x"
"9241","OTUD6B-AS1"
"9242","LINC00322"
"9243","RARS"
"9244","FNBP1"
"9245","CRB3"
"9246","VAV3"
"9247","RDH11"
"9248","CAMLG"
"9249","CDC25B"
"9250","VKORC1"
"9251","TAS2R20"
"9252","SNRPA"
"9253","DSCC1"
"9254","GIT2"
"9255","CPNE7"
"9256","EDC3"
"9257","HMGCR"
"9258","ARHGEF34P"
"9259","GGCT"
"9260","TRIP4"
"9261","MMAB"
"9262","TMEM161B-AS1"
"9263","SPIN2B"
"9264","DLEU2L"
"9265","FAM72B"
"9266","SGMS1"
"9267","NUTF2"
"9268","CDR2"
"9269","SPHK1"
"9270","UGT1A8"
"9271","DDHD2"
"9272","HES2"
"9273","CBX6"
"9274","PAPOLA"
"9275","ADD3"
"9276","FKBP10"
"9277","RGS7BP"
"9278","LOC101929231"
"9279","SNHG11"
"9280","RHOQ"
"9281","CHM"
"9282","HSD11B2"
"9283","MED7"
"9284","EPB41L1"
"9285","FZD1"
"9286","B4GALT6"
"9287","FAM131C"
"9288","EDEM3"
"9289","C11orf94"
"9290","LYRM1"
"9291","STK4-AS1"
"9292","IGF2R"
"9293","POC5"
"9294","AHCTF1P1"
"9295","FAM174B"
"9296","SLC26A7"
"9297","COL6A3"
"9298","SC5D"
"9299","SOX7"
"9300","ZFX"
"9301","LOC100133331"
"9302","FAM177B"
"9303","GLO1"
"9304","RELL2"
"9305","CALB2"
"9306","KCNJ2"
"9307","TSPAN33"
"9308","C19orf12"
"9309","HCG26"
"9310","CALM2"
"9311","MYL12A"
"9312","NOD2"
"9313","TMEM97"
"9314","GPR179"
"9315","HADH"
"9316","RCC1"
"9317","LOC100506403"
"9318","CWH43"
"9319","NELFCD"
"9320","FOXJ3"
"9321","SMCHD1"
"9322","ARMC12"
"9323","KLRG1"
"9324","IFRD1"
"9325","RRS1"
"9326","IL17C"
"9327","GSTM1"
"9328","PTBP3"
"9329","WDR92"
"9330","BDNF"
"9331","WTAP"
"9332","ZNF180"
"9333","LOC102467080"
"9334","AQP3"
"9335","ARHGEF38"
"9336","BANF1"
"9337","YOD1"
"9338","NUB1"
"9339","GPRC5A"
"9340","ASCC1"
"9341","MRPL41"
"9342","GRIK2"
"9343","ARRB2"
"9344","DCDC2B"
"9345","PHTF1"
"9346","MIR6840"
"9347","VPS8"
"9348","KCNS1"
"9349","PPM1L"
"9350","SHH"
"9351","DYNLRB2"
"9352","CALCOCO1"
"9353","DKFZP586I1420"
"9354","GLRX"
"9355","SMIM3"
"9356","MEIG1"
"9357","WTAPP1"
"9358","ELAC1"
"9359","MPDZ"
"9360","AURKC"
"9361","FARP1"
"9362","MEIS3"
"9363","PHKB"
"9364","MIR4521"
"9365","PARD3B"
"9366","MAPK11"
"9367","MCC"
"9368","NHS"
"9369","DUSP12"
"9370","VPS4A"
"9371","ABHD8"
"9372","RMDN3"
"9373","ULBP1"
"9374","SOX5"
"9375","LOC100128288"
"9376","FAM104B"
"9377","CD44"
"9378","CASKIN1"
"9379","PVR"
"9380","ZSCAN21"
"9381","TMEM11"
"9382","SHPRH"
"9383","ARSJ"
"9384","PTPRH"
"9385","KDM5A"
"9386","GNB1L"
"9387","ARL9"
"9388","MATN2"
"9389","AGO1"
"9390","LOC100506124"
"9391","TNNI2"
"9392","TAS2R3"
"9393","SLC25A17"
"9394","CRNDE"
"9395","TMEM243"
"9396","SNORA27"
"9397","CDSN"
"9398","SOD3"
"9399","CREB1"
"9400","USP32"
"9401","NDUFS5"
"9402","PISD"
"9403","PRCD"
"9404","LINC01353"
"9405","LSM2"
"9406","C2CD4C"
"9407","CUEDC1"
"9408","SCNN1D"
"9409","LINC01123"
"9410","SNORD31"
"9411","CDH5"
"9412","PRSS23"
"9413","RNF31"
"9414","LINC00630"
"9415","NFKBIA"
"9416","WDR73"
"9417","SRP68"
"9418","ITGB2-AS1"
"9419","IER5L"
"9420","CFL1"
"9421","NPC1L1"
"9422","GBP4"
"9423","SLC4A8"
"9424","ACVR1"
"9425","MSANTD4"
"9426","CHRNA7"
"9427","KCNQ4"
"9428","RNASEH2A"
"9429","ZBTB3"
"9430","FAM172A"
"9431","RTEL1"
"9432","YES1"
"9433","ABHD4"
"9434","GSPT2"
"9435","TMEM200C"
"9436","ABCA1"
"9437","TEKT3"
"9438","NUPR1"
"9439","IFNGR1"
"9440","DGCR8"
"9441","ZNF846"
"9442","AOX1"
"9443","SLC4A11"
"9444","KRBOX4"
"9445","LCMT2"
"9446","KLHL12"
"9447","DMXL2"
"9448","SNORA23"
"9449","CLPTM1"
"9450","PHACTR3"
"9451","GSTT1"
"9452","PDK3"
"9453","DCTPP1"
"9454","EIF4G1"
"9455","CAPN3"
"9456","FCHO1"
"9457","WDR38"
"9458","WWC3"
"9459","LINC00115"
"9460","DTX3L"
"9461","NDUFAF5"
"9462","ZSCAN1"
"9463","RFX2"
"9464","C12orf57"
"9465","DEPTOR"
"9466","ZDHHC4"
"9467","MMAA"
"9468","LOC100129175"
"9469","CEP170"
"9470","CSGALNACT1"
"9471","RPL39L"
"9472","DDAH1"
"9473","RARA-AS1"
"9474","FNIP1"
"9475","ZNF559"
"9476","LINC00284"
"9477","C2orf76"
"9478","SRRM2"
"9479","PLAU"
"9480","TNFSF10"
"9481","TCEAL8"
"9482","SPDL1"
"9483","ZBTB37"
"9484","PDXDC2P"
"9485","CTXN1"
"9486","TST"
"9487","TRMU"
"9488","GLYCTK"
"9489","ZNF79"
"9490","TLE4"
"9491","PRIMPOL"
"9492","ARHGAP18"
"9493","SLC7A7"
"9494","ZNF418"
"9495","ADAMTSL1"
"9496","FKBP5"
"9497","UPRT"
"9498","DDR1"
"9499","ZNF224"
"9500","PTPN21"
"9501","SLC26A4"
"9502","NEK4"
"9503","APTR"
"9504","SLC2A6"
"9505","HLA-F"
"9506","NAP1L1"
"9507","DCLRE1B"
"9508","TRIM28"
"9509","SLED1"
"9510","ANKRD13C"
"9511","GYS2"
"9512","SMG1"
"9513","FAM83D"
"9514","ARID4A"
"9515","ZFYVE21"
"9516","RAP2C"
"9517","MIIP"
"9518","ATP2A2"
"9519","ORC3"
"9520","PGRMC2"
"9521","HTR7P1"
"9522","PPARGC1A"
"9523","TTBK2"
"9524","MGLL"
"9525","KCTD17"
"9526","ABCD4"
"9527","NR3C2"
"9528","TNFSF11"
"9529","CCDC92"
"9530","PSMD1"
"9531","RNPS1"
"9532","MAP7D2"
"9533","MXD3"
"9534","GRPEL1"
"9535","SLC35G2"
"9536","ZNF44"
"9537","CAPZB"
"9538","LIMS2"
"9539","SYNCRIP"
"9540","INPP5E"
"9541","LINC00612"
"9542","SH3GLB2"
"9543","LPGAT1"
"9544","UBL7-AS1"
"9545","MECP2"
"9546","PPP2CA"
"9547","B3GNT2"
"9548","CDH4"
"9549","SLC25A39"
"9550","LOC101926889"
"9551","SEMA4D"
"9552","LAT2"
"9553","HHIP-AS1"
"9554","AMIGO2"
"9555","SKAP2"
"9556","ZFPM1"
"9557","SUSD4"
"9558","AR"
"9559","CAPSL"
"9560","RNVU1-19"
"9561","URB2"
"9562","CCNC"
"9563","WDR43"
"9564","PINK1-AS"
"9565","CPQ"
"9566","SRSF2"
"9567","MUC12"
"9568","DNMT3A"
"9569","PPT2"
"9570","RAD51"
"9571","XPR1"
"9572","MOV10"
"9573","UNC79"
"9574","NTHL1"
"9575","ZNHIT2"
"9576","ASB13"
"9577","SSC5D"
"9578","KIAA1755"
"9579","SLC35B2"
"9580","SOX21"
"9581","GTDC1"
"9582","HOOK3"
"9583","RABAC1"
"9584","RAB35"
"9585","NMT1"
"9586","LRRN4CL"
"9587","RRAS2"
"9588","C21orf91"
"9589","NTN1"
"9590","ZNF697"
"9591","PDZD11"
"9592","AGO4"
"9593","EPSTI1"
"9594","SMARCD2"
"9595","RCBTB2"
"9596","CHD1L"
"9597","ABHD17A"
"9598","SCARNA9"
"9599","PLA2G3"
"9600","TMED4"
"9601","MIR31HG"
"9602","PRKCQ"
"9603","SNORD28"
"9604","SNORD12C"
"9605","CLDN9"
"9606","OSGEPL1-AS1"
"9607","BRAP"
"9608","FAM66B"
"9609","PSMC1"
"9610","MIR92B"
"9611","MRPS28"
"9612","CEP44"
"9613","APBB2"
"9614","SCFD2"
"9615","LMBRD1"
"9616","HIST1H2AE"
"9617","CBX7"
"9618","MAP3K14-AS1"
"9619","UPF3A"
"9620","SEC63"
"9621","PQLC3"
"9622","TRAF4"
"9623","CLUL1"
"9624","AGGF1"
"9625","SORL1"
"9626","IFITM10"
"9627","SEC23B"
"9628","TRPM4"
"9629","SHC4"
"9630","C11orf45"
"9631","TIAM1"
"9632","OXTR"
"9633","DCUN1D1"
"9634","NEB"
"9635","F8A1"
"9636","COMMD6"
"9637","REEP3"
"9638","ZNF526"
"9639","KLHL13"
"9640","KCNAB1"
"9641","PCDHAC1"
"9642","RPS25"
"9643","PCBD1"
"9644","SDC1"
"9645","C2orf15"
"9646","DNMT3B"
"9647","COPG2"
"9648","EWSR1"
"9649","ARMC9"
"9650","KIFC1"
"9651","RAD54L2"
"9652","LY6G6C"
"9653","SRPK1"
"9654","PIK3R5"
"9655","SLC13A5"
"9656","MRPS18B"
"9657","JAK3"
"9658","CLTA"
"9659","ARAF"
"9660","RAPGEFL1"
"9661","PARP3"
"9662","TSPO"
"9663","CADM2"
"9664","NSL1"
"9665","LINC00643"
"9666","BFAR"
"9667","KIF11"
"9668","ERBB2"
"9669","DNER"
"9670","LRRIQ1"
"9671","PILRB"
"9672","IGHMBP2"
"9673","RFX7"
"9674","METTL23"
"9675","PARN"
"9676","GPX1"
"9677","NFATC2"
"9678","ZNF331"
"9679","MIR7161"
"9680","HMOX2"
"9681","C1orf112"
"9682","SEC22B"
"9683","GPSM3"
"9684","HOXB1"
"9685","LOC100130899"
"9686","TTC33"
"9687","FCF1"
"9688","PCYOX1"
"9689","VAMP8"
"9690","PAK1IP1"
"9691","TRAPPC6B"
"9692","LPCAT3"
"9693","DSTN"
"9694","TUSC3"
"9695","XPNPEP1"
"9696","PAMR1"
"9697","PHC1"
"9698","GNAI3"
"9699","ZNF703"
"9700","CEP41"
"9701","SLC25A10"
"9702","ZBTB49"
"9703","FAM216A"
"9704","HMGA1"
"9705","PPA2"
"9706","SH3BGRL2"
"9707","MCM3AP"
"9708","ZNF767P"
"9709","CCDC113"
"9710","TCF20"
"9711","IGFBPL1"
"9712","CHAC2"
"9713","GULP1"
"9714","MCM8"
"9715","REPS2"
"9716","CMTM3"
"9717","MSTO1"
"9718","SUOX"
"9719","CD38"
"9720","NANOS1"
"9721","CEP112"
"9722","AFAP1L2"
"9723","DNAH1"
"9724","HCAR3"
"9725","C2CD4D"
"9726","LOC101927322"
"9727","UBXN6"
"9728","SCARNA21"
"9729","JMY"
"9730","FLJ31356"
"9731","BRI3BP"
"9732","LOC729970"
"9733","MT1G"
"9734","SF3A2"
"9735","ANKRD6"
"9736","CLCN5"
"9737","SLC1A2"
"9738","CASC8"
"9739","NBPF11"
"9740","RMND5A"
"9741","IFIT2"
"9742","PSMD6"
"9743","STBD1"
"9744","TEX22"
"9745","ANKDD1B"
"9746","MYLK-AS1"
"9747","CHST12"
"9748","CTNNB1"
"9749","GCLC"
"9750","XKR6"
"9751","BBS10"
"9752","WWTR1-AS1"
"9753","ISM1"
"9754","PPIH"
"9755","GRHL1"
"9756","LRAT"
"9757","CCDC153"
"9758","PPP2R1A"
"9759","RNPEPL1"
"9760","CREB3L2"
"9761","PARP14"
"9762","HMGCL"
"9763","SH3BP5L"
"9764","NDUFB7"
"9765","UPK1B"
"9766","HBP1"
"9767","ZNF205-AS1"
"9768","AP2S1"
"9769","HOXB-AS1"
"9770","CASP3"
"9771","EGFR-AS1"
"9772","NAPSA"
"9773","MPZ"
"9774","ENTPD4"
"9775","ABCF3"
"9776","LOC646214"
"9777","PCDHB3"
"9778","SEMA6C"
"9779","ZNF669"
"9780","PLEKHO2"
"9781","PRR5"
"9782","FAM53B"
"9783","UQCC2"
"9784","FAM135A"
"9785","ZMYM3"
"9786","VAMP4"
"9787","POLA2"
"9788","SERPINA1"
"9789","TTLL1"
"9790","SMIM6"
"9791","NUAK1"
"9792","IPO5"
"9793","VSTM2L"
"9794","SYT7"
"9795","HIST1H4I"
"9796","GOLPH3"
"9797","C12orf10"
"9798","ALG1L"
"9799","CLIP1"
"9800","IL2RG"
"9801","RAB34"
"9802","GM2A"
"9803","TRIM52-AS1"
"9804","HAS2"
"9805","RINL"
"9806","RAD9A"
"9807","TEX10"
"9808","CNNM2"
"9809","PAICS"
"9810","PCMTD1"
"9811","PFDN6"
"9812","PRRG1"
"9813","MID1IP1"
"9814","NUP205"
"9815","SH3PXD2A"
"9816","PEAK1"
"9817","YJEFN3"
"9818","PDPK1"
"9819","GPRASP1"
"9820","ATG10"
"9821","NFIA"
"9822","PREPL"
"9823","COX7B"
"9824","TMX2"
"9825","CCNO"
"9826","NOSTRIN"
"9827","ARHGAP26"
"9828","AIMP2"
"9829","RNASEH1"
"9830","TFCP2"
"9831","SDC4"
"9832","GPR37L1"
"9833","TPX2"
"9834","DZANK1"
"9835","PSMD4"
"9836","ASRGL1"
"9837","UNC13A"
"9838","POLR2C"
"9839","POLE3"
"9840","PLCL2"
"9841","PRPF3"
"9842","SLC9A1"
"9843","TBC1D8B"
"9844","NDUFB9"
"9845","ZNF544"
"9846","SNORD84"
"9847","RPS6KC1"
"9848","ABCA6"
"9849","UBE2J2"
"9850","AVEN"
"9851","ZNF211"
"9852","PCID2"
"9853","TNFSF12"
"9854","RPS11"
"9855","ZBTB45"
"9856","REC8"
"9857","LRRC37A3"
"9858","GPR155"
"9859","TJP1"
"9860","PDIA5"
"9861","WASF2"
"9862","CHRNA9"
"9863","BAZ2B"
"9864","UBE2Q2P1"
"9865","SLC7A5P2"
"9866","NR2C2AP"
"9867","TFPI"
"9868","PLD3"
"9869","LIF"
"9870","HTR1D"
"9871","TFDP1"
"9872","FRMD5"
"9873","DHFR"
"9874","GRM4"
"9875","TM7SF2"
"9876","AURKAIP1"
"9877","PEX14"
"9878","SPRED3"
"9879","RCE1"
"9880","DIAPH1"
"9881","NSMAF"
"9882","CSTL1"
"9883","DOCK4"
"9884","ALDOA"
"9885","TBC1D20"
"9886","RENBP"
"9887","MRPL9"
"9888","MAP3K12"
"9889","SENP8"
"9890","CCDC174"
"9891","CKM"
"9892","NUDT21"
"9893","DAAM1"
"9894","SYNE1-AS1"
"9895","IL11"
"9896","XRN1"
"9897","ILDR1"
"9898","USP37"
"9899","HSPA8"
"9900","AGAP3"
"9901","ATL3"
"9902","SCARNA9L"
"9903","PMS2P5"
"9904","ZNF880"
"9905","LNX1"
"9906","SLCO4C1"
"9907","ZC3H3"
"9908","RRAS"
"9909","PRKD1"
"9910","HIST1H2BE"
"9911","CCDC12"
"9912","D2HGDH"
"9913","COG1"
"9914","KANK3"
"9915","LOC100505549"
"9916","HTR2B"
"9917","ZNF841"
"9918","COMMD10"
"9919","SPRY2"
"9920","AP1B1"
"9921","SLC5A11"
"9922","POM121"
"9923","GTF3C4"
"9924","MAP6D1"
"9925","COBLL1"
"9926","ZNF212"
"9927","GPR37"
"9928","DBR1"
"9929","STK3"
"9930","GPS1"
"9931","FAM199X"
"9932","LOC100652768"
"9933","CD81-AS1"
"9934","ARHGAP5-AS1"
"9935","RBM4B"
"9936","ZNF320"
"9937","ANKRD36B"
"9938","SLC25A23"
"9939","PSMC2"
"9940","C1orf116"
"9941","NPHP4"
"9942","COX5B"
"9943","NDUFA3"
"9944","L3MBTL4"
"9945","LOXL4"
"9946","JDP2"
"9947","HNRNPU"
"9948","FBRSL1"
"9949","SMOX"
"9950","PID1"
"9951","MMP3"
"9952","TSC22D4"
"9953","OSBP2"
"9954","CHI3L2"
"9955","MYO6"
"9956","PPIB"
"9957","ACADM"
"9958","SLC15A4"
"9959","PGGT1B"
"9960","PAQR4"
"9961","PAM16"
"9962","PITPNC1"
"9963","COL25A1"
"9964","RPL6"
"9965","ATF6"
"9966","PARD6B"
"9967","N4BP2L2-IT2"
"9968","FAM13A-AS1"
"9969","S100A4"
"9970","CHD9"
"9971","SERPINC1"
"9972","HCFC1"
"9973","AP1G2"
"9974","GALNT12"
"9975","PHOSPHO2"
"9976","SPATA4"
"9977","VPS29"
"9978","BATF3"
"9979","LPXN"
"9980","FAM92B"
"9981","GRIN3B"
"9982","MST1R"
"9983","H6PD"
"9984","SP140"
"9985","DNAH10"
"9986","DHRS13"
"9987","UBE3C"
"9988","KLF8"
"9989","INPP5K"
"9990","CHKA"
"9991","HIC2"
"9992","RPS13"
"9993","IARS2"
"9994","FUT11"
"9995","RTP4"
"9996","VTI1B"
"9997","SFI1"
"9998","TMPO"
"9999","ACVRL1"
"10000","GSTK1"
"10001","ARSI"
"10002","FGFR2"
"10003","CDC42BPB"
"10004","CHFR"
"10005","ZHX3"
"10006","PLAC4"
"10007","GALNT9"
"10008","CACNB4"
"10009","LOC101928222"
"10010","ZC3HAV1"
"10011","ANKRD36BP2"
"10012","MTM1"
"10013","POLR3H"
"10014","SIK2"
"10015","KAT5"
"10016","HECW2"
"10017","RIPK1"
"10018","PPP1R36"
"10019","CHTF8"
"10020","NIFK"
"10021","VPS13A"
"10022","MARK2"
"10023","EGLN2"
"10024","CHCHD4"
"10025","LTB4R"
"10026","SMIM1"
"10027","SLU7"
"10028","EFNA2"
"10029","ZNF692"
"10030","RIBC1"
"10031","STAG3"
"10032","C1orf100"
"10033","MTMR9"
"10034","DPYSL2"
"10035","GPM6B"
"10036","SHPK"
"10037","SLFNL1-AS1"
"10038","GAS5"
"10039","PLIN3"
"10040","CEACAM3"
"10041","GADD45A"
"10042","MNT"
"10043","SLC9A3R2"
"10044","CDC7"
"10045","PAFAH1B1"
"10046","BAZ1A"
"10047","RPL8"
"10048","CSNK2B"
"10049","SLC9A7P1"
"10050","MAT2B"
"10051","CYP4F35P"
"10052","DRAM2"
"10053","TSPYL5"
"10054","OGFOD3"
"10055","C11orf68"
"10056","C8orf37-AS1"
"10057","KLHL36"
"10058","FMO5"
"10059","GAMT"
"10060","ACTRT3"
"10061","ACAP3"
"10062","SDK2"
"10063","HSBP1L1"
"10064","ANKRD2"
"10065","RBM12"
"10066","RARB"
"10067","MTMR9LP"
"10068","ZNF865"
"10069","TOR3A"
"10070","SLC9B2"
"10071","DHRS7B"
"10072","SLC25A21-AS1"
"10073","BCL2L11"
"10074","LYL1"
"10075","ABCC4"
"10076","SNRPD1"
"10077","DOCK11"
"10078","GRPEL2"
"10079","AVIL"
"10080","LOC101927354"
"10081","CEP68"
"10082","PCBP1"
"10083","RAB10"
"10084","PRR13"
"10085","CHDH"
"10086","ALG8"
"10087","PFDN4"
"10088","DIP2A"
"10089","GRN"
"10090","XXYLT1"
"10091","AAMP"
"10092","ZSCAN31"
"10093","SREK1"
"10094","MYO3A"
"10095","BPIFB2"
"10096","CYP4B1"
"10097","ACAP2"
"10098","PTGER1"
"10099","ZNF226"
"10100","NPL"
"10101","GJB3"
"10102","WARS2"
"10103","SAR1A"
"10104","SNORD34"
"10105","TSPAN18"
"10106","DPRXP4"
"10107","MCAT"
"10108","CXADR"
"10109","SYT16"
"10110","UBFD1"
"10111","S100A2"
"10112","USP10"
"10113","ARFGEF1"
"10114","NPEPL1"
"10115","UBXN11"
"10116","VCPKMT"
"10117","B4GALNT4"
"10118","RPL19P12"
"10119","SHBG"
"10120","RELB"
"10121","PPP1R14D"
"10122","TMEM222"
"10123","DTX2"
"10124","GALNT6"
"10125","FBXL6"
"10126","RASSF6"
"10127","SPATA6"
"10128","HMSD"
"10129","RTKN"
"10130","ALOX12"
"10131","WFS1"
"10132","DHX57"
"10133","CYS1"
"10134","YEATS4"
"10135","PSORS1C1"
"10136","TMEM107"
"10137","SARM1"
"10138","RAPH1"
"10139","C16orf58"
"10140","HSDL1"
"10141","CSTF3"
"10142","CSRNP1"
"10143","ARID4B"
"10144","VPS16"
"10145","DNAJC25"
"10146","NCK1"
"10147","PRRG4"
"10148","ZNF524"
"10149","C2CD5"
"10150","WDR83OS"
"10151","PIK3IP1"
"10152","TMCO5A"
"10153","MAPK14"
"10154","LINC00167"
"10155","MSH3"
"10156","PARP8"
"10157","CLCNKB"
"10158","SRP19"
"10159","TOR2A"
"10160","SNORD15B"
"10161","MTHFD2"
"10162","ACTL6A"
"10163","GREB1L"
"10164","RNF168"
"10165","TMEM199"
"10166","RINT1"
"10167","NUDT16L1"
"10168","ERCC1"
"10169","TPRKB"
"10170","HPSE"
"10171","KIAA1109"
"10172","NSFL1C"
"10173","MYLK4"
"10174","FAM49A"
"10175","SNX14"
"10176","FBXO15"
"10177","ZNF91"
"10178","CLDN22"
"10179","GFPT1"
"10180","TESC"
"10181","SNHG4"
"10182","FOXK2"
"10183","HMGB3"
"10184","ADO"
"10185","TNFSF4"
"10186","MTMR14"
"10187","DUSP4"
"10188","CYP39A1"
"10189","DOT1L"
"10190","SLC25A19"
"10191","NBPF3"
"10192","SNORA55"
"10193","NNT-AS1"
"10194","CCP110"
"10195","ZNF777"
"10196","ADCY5"
"10197","ZNF471"
"10198","SYNE2"
"10199","UBE2A"
"10200","ITGB3BP"
"10201","KLK8"
"10202","MPL"
"10203","UAP1L1"
"10204","SPATA7"
"10205","SNORA21"
"10206","TUBA4A"
"10207","GBP2"
"10208","PRDM15"
"10209","C1orf74"
"10210","KIF15"
"10211","CDKN2B-AS1"
"10212","HYI"
"10213","FERMT3"
"10214","LOC646762"
"10215","KBTBD4"
"10216","CD27"
"10217","SNX12"
"10218","KLHL24"
"10219","GOLGA8A"
"10220","POLK"
"10221","DLL4"
"10222","RAPGEF6"
"10223","GJA5"
"10224","TMOD4"
"10225","GLB1"
"10226","MSL3P1"
"10227","NAA20"
"10228","EXOC4"
"10229","EIF5A2"
"10230","SYT2"
"10231","RNPEP"
"10232","TOPORS"
"10233","MINPP1"
"10234","PCDH20"
"10235","NIF3L1"
"10236","EFNA3"
"10237","RBMXL1"
"10238","MALL"
"10239","PIM3"
"10240","ZBTB48"
"10241","PMS2P3"
"10242","ZMYND10"
"10243","ATG2B"
"10244","SNORD27"
"10245","C7orf57"
"10246","LOC100132077"
"10247","TRPM8"
"10248","FOXJ1"
"10249","FBXO44"
"10250","PPDPF"
"10251","LINC00963"
"10252","EPHB4"
"10253","CALM1"
"10254","TLE6"
"10255","PWAR5"
"10256","GSTCD"
"10257","ZDHHC13"
"10258","ZDHHC8P1"
"10259","REV1"
"10260","FBXL16"
"10261","OVCA2"
"10262","LIPC"
"10263","CARS"
"10264","TBL3"
"10265","USP54"
"10266","SRPK2"
"10267","YARS2"
"10268","MOCS3"
"10269","SIRPB2"
"10270","HYAL1"
"10271","TM9SF1"
"10272","GAS2L3"
"10273","COQ2"
"10274","MRPS10"
"10275","C1orf43"
"10276","TET2"
"10277","CD59"
"10278","FLJ22447"
"10279","ESR2"
"10280","HSPA12A"
"10281","GAN"
"10282","HIST1H4J"
"10283","VPS26A"
"10284","TCEA2"
"10285","C15orf56"
"10286","CCDC8"
"10287","UBE2L6"
"10288","LOXL1"
"10289","SEMA3C"
"10290","TUBA1B"
"10291","WDSUB1"
"10292","SOX12"
"10293","APP"
"10294","GSTP1"
"10295","IQCH-AS1"
"10296","LOC729683"
"10297","RND3"
"10298","EVI5"
"10299","ABCB8"
"10300","METTL14"
"10301","MED28"
"10302","LUZP1"
"10303","SNAPC1"
"10304","ST3GAL3"
"10305","RAB17"
"10306","ELAC2"
"10307","LRRC14"
"10308","PP7080"
"10309","KLHL22"
"10310","LYRM4"
"10311","PDLIM2"
"10312","ANKRD18A"
"10313","SLC8A1"
"10314","COL9A2"
"10315","RRAGA"
"10316","COASY"
"10317","LEKR1"
"10318","TUBB3"
"10319","ZC3H4"
"10320","CD36"
"10321","PRODH"
"10322","KMT2B"
"10323","DVL1"
"10324","PLCB4"
"10325","LINC01239"
"10326","ZSCAN29"
"10327","HSP90AA1"
"10328","NUP35"
"10329","TMEM212"
"10330","YY1AP1"
"10331","ISG20L2"
"10332","PIGU"
"10333","ZNF18"
"10334","GSTA7P"
"10335","PRICKLE2"
"10336","SNORD45A"
"10337","HLA-H"
"10338","ABCE1"
"10339","CAV1"
"10340","TMEM50B"
"10341","ILF2"
"10342","ATP6AP1L"
"10343","RASD2"
"10344","RAB26"
"10345","MAPKAPK5-AS1"
"10346","C3orf70"
"10347","GTPBP3"
"10348","GLI4"
"10349","UBALD1"
"10350","MIR421"
"10351","NPC2"
"10352","LINC00476"
"10353","FLVCR1"
"10354","TIMM17A"
"10355","BAG4"
"10356","FZD6"
"10357","C2orf69"
"10358","RNF122"
"10359","SRPK3"
"10360","SLX4IP"
"10361","ABCF2"
"10362","TBL2"
"10363","SPON2"
"10364","ZNF233"
"10365","TTC28"
"10366","TRIM2"
"10367","FUBP3"
"10368","NRTN"
"10369","THOC3"
"10370","LBH"
"10371","C2orf73"
"10372","FUT4"
"10373","PIGT"
"10374","UBAC2"
"10375","ANKRD20A9P"
"10376","QPRT"
"10377","CSF1"
"10378","HDDC2"
"10379","NTAN1"
"10380","GIPC1"
"10381","KRT40"
"10382","MESP2"
"10383","KIAA1191"
"10384","MAPK13"
"10385","MYO1F"
"10386","DFFA"
"10387","ARHGAP44"
"10388","ZNF430"
"10389","MED4"
"10390","BDKRB1"
"10391","TRAPPC1"
"10392","EGLN3"
"10393","SUCLG1"
"10394","FAM201A"
"10395","PARG"
"10396","NASP"
"10397","DHRS4"
"10398","GID8"
"10399","LPAR3"
"10400","TAX1BP1"
"10401","GRTP1"
"10402","PM20D2"
"10403","ATP9B"
"10404","ZNF2"
"10405","CRAT"
"10406","CASC3"
"10407","EGFL6"
"10408","KRT23"
"10409","ZNF273"
"10410","CATIP"
"10411","KRT6B"
"10412","ADAMTS4"
"10413","ETHE1"
"10414","CYP2E1"
"10415","SLC15A2"
"10416","RPF2"
"10417","RYBP"
"10418","UBE2N"
"10419","VPS72"
"10420","MYBBP1A"
"10421","ACOT1"
"10422","SAA4"
"10423","LIG1"
"10424","IER5"
"10425","EPHX3"
"10426","KPNA3"
"10427","PHIP"
"10428","POLN"
"10429","CHP2"
"10430","CHMP4C"
"10431","DNAH3"
"10432","MGAT4A"
"10433","NIPAL4"
"10434","C4orf48"
"10435","HAUS3"
"10436","ECD"
"10437","AUH"
"10438","APPL1"
"10439","FADD"
"10440","PMVK"
"10441","C1QTNF1"
"10442","CIRBP-AS1"
"10443","SLC25A3"
"10444","TRMT11"
"10445","PAFAH1B3"
"10446","NADK"
"10447","MYO9A"
"10448","RNF115"
"10449","DTHD1"
"10450","FABP4"
"10451","PRKDC"
"10452","SNORD116-26"
"10453","PCBP2-OT1"
"10454","ARMC7"
"10455","ACAD10"
"10456","MED26"
"10457","FLJ42393"
"10458","TNFRSF1A"
"10459","PCDH7"
"10460","DOC2A"
"10461","ETV3"
"10462","PCP2"
"10463","LINC00472"
"10464","CCT2"
"10465","NUTM2D"
"10466","DNLZ"
"10467","CPAMD8"
"10468","LHX1"
"10469","PBX2"
"10470","SLC47A2"
"10471","UCP2"
"10472","SNORA5C"
"10473","CALCOCO2"
"10474","SEMA3A"
"10475","YIPF2"
"10476","FUBP1"
"10477","ZFP30"
"10478","C8orf44"
"10479","CRIPT"
"10480","PGAP1"
"10481","GRAMD1B"
"10482","C1orf226"
"10483","TBX6"
"10484","RBMS2"
"10485","LRRC57"
"10486","ZFP57"
"10487","CA8"
"10488","ZG16B"
"10489","CYP2R1"
"10490","FAM3C"
"10491","SLC9A8"
"10492","SEC24B"
"10493","IL12A"
"10494","OSBP"
"10495","GPR83"
"10496","HMGB2"
"10497","TBC1D23"
"10498","MYOT"
"10499","CDK7"
"10500","LOC100507634"
"10501","DDX60L"
"10502","MYH10"
